overall,vote,reviewTime,reviewerID,asin,reviewText,summary,negative,neutral,positive,compound
3.0,,2015-06-19,A3VKNAZ6WO0PV3,B00004WKR8,"it is ok only, not very strong enough to stick on my refrigator . now it is everywhere on the floor and dangerous to have them in hte kitchen.","it is ok only, not very strong enough to ...",0.181,0.753,0.066,-0.5885
1.0,3,2016-08-21,A1W6O6UYCDLGZ,B00004WKU2,very uncomfortable to put in ears and doesn't work at all. plus the end kept falling off and eventually wouldnt even glue on again. and we had less than 6 mths,dont bother,0.138,0.862,0.0,-0.5413
1.0,,2015-03-10,A36WZ3BAXXPM8S,B00004WKU2,"it works and it was really cool at first, my son loved it but the circular part that you use to listen with detaches and falls off constantly, my son has gotten so frustrated he won't even bother playing with it now. disappointing",falls apart,0.218,0.66,0.121,-0.8145
1.0,,2014-09-01,ASQKCOMX3JFJA,B00004WKU2,hurts my ears!,one star,0.629,0.371,0.0,-0.5255
1.0,2,2016-11-18,A180I4IDQ47YQZ,B00004YO15,ugh! crayons broken and box corners torn as though used. new? i don't think so.,one star,0.427,0.573,0.0,-0.8016
1.0,,2016-08-24,A3IAHEX7F6OUA3,B00004YO15,"when i opened the package, every crayon had fallen out of the box. the box and crayons were covered in crayon marks. some of the crayons were broken.",damaged and broken,0.183,0.817,0.0,-0.6808
1.0,,2016-08-24,A1OGUSVDTTWLS9,B00004YO15,poor box of 64 crayons. surprised at quality. 2 were broken. top lid had crayon writing underneath lid from sliding around in box. seemed as though had been sitting on shelf a long time. poor packaging. not the usual new crayons that one expects.,wouldn't purchase unless i received a one off box?,0.186,0.74,0.074,-0.765
1.0,,2018-02-28,A1VVLWPDUVLBX6,B00004YO0Y,this toy broke about an hour after it was opened.  it literally just stopped working.  we tried changing the batteries but that didn't fix it.  very disappointed.  my older son had a game like this when he was younger and it lasted for years.  i'm really beginning to believe toys aren't made as good as they used to be.  this toy turned out to be a piece of junk very quickly.,broke within an hour,0.141,0.817,0.042,-0.7782
3.0,,2014-12-15,A1PQ5KKPEFGE8S,B00004YO15,"they came in a padded envelope and some were broken, all were scattered out of box which was crushed. silly to buy crayons over internet, lesson learned!",crappy shipping experience,0.204,0.759,0.036,-0.7263
1.0,,2018-02-11,AU20PARJ6KOT2,B00004YO0Y,only worked for like 5 minutes before it got jammed. there was no sign of anything getting stuck so i guess its just defective one.,jammed on first play,0.248,0.664,0.087,-0.5574
3.0,,2018-01-17,AF7YG40VDE4YO,B00004YO0Y,"quality is terrible. one fish broke on first use. it's not made with magnets like i remember, now the teeth catch the hook things. the poles are cheap and the hooks are not on stings anymore just plastic rods. eh.",quality is terrible. one fish broke on first use,0.133,0.811,0.056,-0.5267
1.0,,2017-12-26,AGEF8GR9D3B3O,B00004YO0Y,first time playing with it and the turntable stopped working. very disappointing. i guess that's why it was so cheap.,first time playing with it and the turntable stopped working ...,0.233,0.69,0.078,-0.5563
2.0,,2017-08-21,A3JILG3NWRFVKO,B00004YO0Y,"my grandson did like this game but it is very cheaply made and the fishing poles are horrible, i will be requesting a refund.",my grandson did like this game but it is very cheaply made and ...,0.179,0.755,0.066,-0.6124
2.0,,2017-06-29,A3ANM6KJTFIL,B00004YO0Y,"the kids love this game and the concept is cute.  the fishing poles, however are are ridiculously flimsy, so much so that two were broken during the first game.  the ""hooks"" slip off rendering the poles useless, the kid frustrated and the parents disgusted.","cute game, but very cheaply made",0.255,0.624,0.121,-0.7845
1.0,,2017-01-23,A954206D5S0QY,B00004YO0Y,"the board gets stuck and makes an awful noise.
very frustrating for a 2 year old to try to play.",the board gets stuck and makes an awful noise. ...,0.333,0.569,0.098,-0.6997
3.0,,2016-12-28,A1AIZQDBMBNM4W,B00004YO0Y,cheap and the fishing lines are now plastic so sad,three stars,0.307,0.693,0.0,-0.6113
1.0,,2016-12-27,AGGXMLEC3QTPV,B00004YO0Y,loved this game as a kid. so cute. kids liked it. but broke on day 1! :( just stopped working.,cute game but broke day 1,0.339,0.432,0.23,-0.6459
1.0,,2016-12-25,A167MYGQ7N6E27,B00004YO0Y,"i bought this on september, i ordered all my christmas presents early, so here we are christmas day, no fishing poles, return window closed, unhappy kid...",came without fishing poles,0.185,0.815,0.0,-0.6124
1.0,,2016-09-12,A67L2PN3RAOSZ,B00004YO0Y,this item was returned because it was missing the fishing poles that were needed to play the game. very disappointing.,missing parts,0.227,0.677,0.096,-0.5095
2.0,,2016-08-09,A3D53IK7UZR0IA,B00004YO0Y,wasn't the best quality,two stars,0.529,0.471,0.0,-0.5216
3.0,,2016-06-30,A2N3VRZW3HZH3P,B00004YO0Y,this is actually too hard for my 4 year old and he gets frustrated.  it moves quite quickly and there isn't any speed settings that you can slow it down with.,this is actually too hard for my 4 year old ...,0.146,0.854,0.0,-0.5859
3.0,,2015-12-28,A7SJS7QERGJ7R,B00004YO0Y,broken in 1 week!,broken in 1 week!,0.629,0.371,0.0,-0.5255
1.0,,2015-11-27,A31LQO2TZPLLSB,B00004YO0Y,"it's such a classic game and have been around forever, but the quality of the material is so bad.  the fishing pole fell apart almost immediately.",sad that there's no quality control,0.206,0.794,0.0,-0.804
2.0,,2015-09-26,A12URJ8Z6P9Q8S,B00004YO0Y,"a lot of fun, but it doesn't last.  our first one lasted two months before the motor died.  the second one was doa.","a lot of fun, but it doesn't last",0.307,0.623,0.07,-0.8481
3.0,,2015-07-27,A3DBFFCF6IZ0YR,B00004YO0Y,"difficult for kids on the lower limit off the recommended age group, the teeth on the fish are sharp, noisy",difficult for kids on the lower limit off the recommended age group,0.264,0.661,0.074,-0.5574
1.0,,2015-04-03,A24JOL9F1R4I67,B00004YO0Y,we bought this for our sons birthday. it worked for 2-3 minutes and then died. we sent it back for a refund.,stopped working after 2 minutes.,0.153,0.847,0.0,-0.5574
1.0,,2015-03-02,AUQZHLUDH60W9,B00004YO0Y,"this game is of very poor quality.  my 7 year old bought it with her own money a year ago.  it hasn't had very intensive use, and my children are not hard on their toys, but it stopped working.  we took the back cover off, and found a loose wire.  we repaired the wire, but once it was reassembled, the game would not go around once the fish were put in it.  i would not recommend this game if you're looking for something that will last very long.",very poor quality,0.113,0.875,0.013,-0.8407
1.0,3,2014-08-30,A16283F2V7JFWY,B00004YO0Y,"very cheap.  the fishing rods were not included.  but i went and got a c battery because we used some other magnetic type poles from another game. i put a brand new battery in at 7 in the morning and my kids played with it for about 45 minutes and then it just stopped working!  i thought it can't be that the battery was used up that fast so i put another battery in , and it just plain doesn't work!  very cheap and very disappointed!  do not buy!",stopped working after 45 minutes even with two new batteries,0.092,0.873,0.035,-0.7191
2.0,,2014-01-17,A2F4OYMVLGMPF2,B00004YO0Y,"i was very excited to get this and yes it came on time and was very fast with delivery but it was broken. as soon as i opened it i put in a battery and it did not work so i went to walgreens and bought a new battery, came home and it still does not work. i'm very sad about it. i don't even know how to contact anybody about it because with all of my other items that i have bought there is a contact seller part but i do not see it for this",sad,0.092,0.87,0.039,-0.7931
2.0,,2014-01-01,A262IRKAO8L9KJ,B00004YO0Y,so obnoxiously loud and annoying that i hid it in the attic. my daughter couldn't be less interested in it anyway.,loud!!,0.378,0.622,0.0,-0.8287
2.0,2,2013-02-19,A3ALIEK3IK3RVV,B00004YO0Y,"when my 3.5 year old saw the box he immediately wanted to try it out and go fishing.  he first tried it without a battery installed and was able to manage it ok.  the fishing poles like to swing a lot when you move them, so he had to hold the rod at the midpoint just to keep it still enough to get it in the fish's mouth.  now, once i installed the battery (1 c battery) and turned it on, the difficulty increased dramatically.  the game spins fairly fast and the fish don't have their mouths open for very long.  trying to hook one on a swinging fishing pole can become a little frustrating, even for me.  now i love a challenge, but if the playability of the game is more of a frustration than it is fun, then the game has lost its appeal.  the parts are cheaply made and i wouldn't be surprised if it didn't last very long.  out of the box, a number of the fish's stickered eyes had either fallen off or were missing.

it's a good game in that it helps to refine motor skills, but the application and construction of the game is a little too frustrating and disappointing to make it a worth while game.

and he had to hold them still this game is a little frusthere are four plastic fishing poles that pivot and rock when you move it.  you lower the pole over the fishes mouth and wait for it to open, but the fishing pole

to clear up a few things: 1) the game uses 1 c battery, not 2 aas. 2) there is no music as stated in the product description. 3) the fishing pole and fish are not magnetic as in other, smaller, wind-up versions of this game.

my biggest complaints are that it spins a little too fast, which means that the fish don't keep their mouths open for very long. and because the fishing pole is two plastic pieces with a small cone/cup shaped plastic knob (which is only a little smaller than the fish's mouths) instead of a magnet on a string as in the small, wind-up versions, catching fish isn't all that easy. it's not terribly hard, as i got the hang of it in a few minutes, but it's definitely not as easy as in the magnetic versions.

lastly, the reason some people have trouble putting the game back into its box is because some of the fish are still in their ""up"" positions (sticking up, with their mouths open). you just need to rotate it manually until all fish are in their ""down"" positions. but be sure to only rotate it the way the thing normally rotates, though, otherwise you might damage it.","good in concept, but can be a little frustrating",0.108,0.813,0.079,-0.9545
1.0,2,2012-04-03,A2IYSCTCIP8L43,B00004YO0Y,"this is a cheaply made game!
the plastic part that suppose to open the battery holder, doesn't open, it is broken in some way.

waste of time and money!",do not buy this!,0.2,0.8,0.0,-0.7568
1.0,,2011-10-09,A3QO4VXCK8HLU9,B00004YO0Y,"this game was fun for my child while it lasted. the problem is after only a few uses, it started to fall apart.  this toy would of rated higher for fun had it not started to auto-destruct from use. sadly, it has joined the rest of the inferiorly made games at the dump.",cheap plastic,0.174,0.722,0.104,-0.5423
1.0,10,2011-06-15,A1XMI7C34MYHFB,B00004YO0Y,"we had the old version, shown in the first two photos, and it was great fun for our two year old.  we had several broken fish and eventually it just stopped working after a small plastic piece under the switch died, so we decided to replace it.  this new version has several flaws.

1. fish are smaller than the previous version and much harder to ""catch"" especially if you're 2 and using your fingers.

2. the old one started slow then speed up as the game went on, this new version is on faster speed the whole time.  even i can barely catch any fish.

3. it's overall smaller and less durable, it came with two fish already broken and several of the eye stickers were missing. the old fish don't fit properly in this one so we can't use those as backups.

overall it's a bust.","new ""improved"" version is awful",0.101,0.852,0.047,-0.7657
3.0,,2010-09-11,A1TZ9IP3JN86LV,B00004YO0Y,my 4 year old has a difficult time picking up the fish. she can do it when it is off but once it gets going she gets frustrated and walks away.,difficult to play,0.19,0.81,0.0,-0.7469
3.0,,2016-01-04,A1JXVH1Z0VDKTC,B00004YSXF,"i wanted this before christmas, it came after christmas. its no big deal, i ended up going to target to get something else and when this came in, it was cheap enough to keep. typical color pencils, nothing special","i wanted this before christmas, it came after christmas ...",0.113,0.887,0.0,-0.5358
1.0,,2017-06-13,A3SXDLSHAUVOL7,B00004YTPV,"impossible to ride or stay on. frustrating for everyone.
it flips too easily. unbalanced and dangerous when near steps",dangerous and unbalanced. move along,0.246,0.656,0.098,-0.5574
1.0,,2016-08-14,A3Q9STNLRI2A02,B00004YTPV,this float works ok but it has a huge warning label on one side of it that makes it look cheap and ridiculous.  no other floats i own have this.  i notice it is only a problem with intex floats and a lot of people have been complaining.  are they defects that they are selling??,ugly warning signs all over half the float look cheesy; are these seconds??,0.288,0.643,0.07,-0.9356
3.0,,2015-06-11,A3N4CZTXDM33MG,B00004YTPV,large pool toy but a bit unstable in the water,three stars,0.289,0.711,0.0,-0.5023
2.0,,2014-07-31,A8SR4ZQX2DS41,B00004YTPV,leaked at tail after two months now i have a whale with no tale,no tale for whale,0.31,0.69,0.0,-0.5423
3.0,,2015-06-11,A3N4CZTXDM33MG,B00004YTPO,large pool toy but a bit unstable in the water,three stars,0.289,0.711,0.0,-0.5023
1.0,,2018-01-12,A39SBGG3F5OHYF,B000050B3H,very disappointed with the cheap plastic. the price of the $25 was very expensive for the cheapness of this toy. i would not recommend this toy.,cheap quality,0.193,0.807,0.0,-0.6708
1.0,2,2017-12-09,A1JDT0QXGWRJ8T,B000050B3H,"bought a 2nd one of these 4 years later for another grandchild, as they all fight over the 1st one.
but apparently ""why this current model is reduced in price"" is not that it's on sale,
or a reduced price because company wants to generate sales,
no, unfortunately it's because it is a cheaper-less quality-lighter weight toy to my great surprise and displeasure...

i would have gladly bought it again at the original price, or even at a higher price 4 years later, understandably,
but what i ""hate about retail in general"" it that items are ""never better or at least as good""... the price may be lower or maybe not, but the product and customer satisfaction always suffers, and that's the way of the world.

product quality take an initial hit when manufacturing is transferred out of the us,
and yet again when the corporation gets even greedier and later on cutz the general quality at sub's-manufacturing site
to make an even greater profit margin on an overall lesser-quality duplicate clone = so we're duped as consumers....always!!
thanks dirt devil...",unfortunately it's because it is a cheaper-less quality-lighter weight toy to my great surprise and displeasure,0.159,0.707,0.134,-0.6663
2.0,,2017-07-24,A2VBYN26E9BUPT,B000050B3H,"i have a huge tolerance for noisy kid toys. really. but this vacuum is the worst. i don't understand why the wheels have to click. there's no reason and it's a maddening sound. grandma got it as a birthday gift, at my suggestion of a vacuum cleaner. i've been around other toy vacuum cleaners, they don't make this awful noise. i just need the wheels to stop and it would be fine. just. make. it. stop.

this is the first time i'm hoping my older boys either manage to break it or this thing might suffer an untimely death.",but this vacuum is the worst. i don't understand why the wheels have to ...,0.273,0.608,0.119,-0.9735
3.0,,2017-02-17,A1OEB0KAAUIN2B,B000050B3H,clicking sound when wheels roll drives everyone crazy!! well made but the clicking is really annoying. it has vacuum sound & lights up to the clicking is not necessary. going to ake it apart or just trash it.,annoying wheel sound,0.15,0.813,0.037,-0.6931
3.0,,2016-12-25,A2XPDHA6EQOCLX,B000050B3H,toddler loves it. i hate that it makes a stupid annoying rolling sound. doesn't suck anything either. bummer.,i hate that it makes a stupid annoying rolling sound,0.435,0.351,0.214,-0.7426
3.0,,2016-12-04,A2VL5E0110WF5T,B000050B3H,my 2 year old likes it but it makes the most obnoxious clicking noise,three stars,0.256,0.634,0.11,-0.5483
2.0,,2016-09-14,A1D0XA2ULIQQJS,B000050B3H,the handle broke off after about a month. cheap enough to get a replacement for my son if he misses it.,poor design,0.217,0.783,0.0,-0.5719
3.0,,2016-04-17,A2KWKM0AC992S3,B000050B3H,"this is an extremely loud toy and the sound lasts a long time, it seems. i am not really complaining about that, though, as it seems all children's toys are that way these days. i am displeased about the fact that the part that keeps the handle upright broke and now it just flops over unless it is up against something. my son had barely used it when it broke. it does not alter the play time any and it is still completely usable, but nonetheless it is still a bit frustrating.",this is an extremely loud toy and the sound lasts ...,0.135,0.851,0.015,-0.856
1.0,,2016-01-22,A2AJKBXN0H1J5V,B000050B3H,piece of junk!! disappointed with it. very cheaply made. it arrived with the handle completely broken off. grandson so upset. went to toysr us and bought something much better and he plays with it all the time.,beware!! piece of junk! don't waste your money.,0.221,0.676,0.103,-0.761
1.0,7,2015-12-22,A1YX88B0S36I2A,B000050B3H,"my baby loves it, but less than an hour after he received it, he tripped and the handle snapped right off. i hot glued it, which didn't last, so i screwed the thing on with a few short screws i had around the house. my little guy was in full on meltdown mode while i fixed it.",broke in an hour,0.137,0.823,0.039,-0.7798
3.0,,2015-10-05,AFQZKNSXXW3PL,B000050B3H,"it looks like a dirt devil, but it might be the most annoying toy i have ever purchased.  for starters, it's cheaply made. (not that i was expecting otherwise) the noise that the wheels make is is the worst part about it.  (think football card in bicycle spokes, but a lot higher pitched), and the light on it isn't all that great either.  i usually don't mind the many toy noises of our kids play room...but the clicking of the wheels on this thing make ""the popper"" welcomed.",it looks like a dirt devil,0.182,0.739,0.078,-0.9105
2.0,,2015-09-29,AX7HW33BNCZOO,B000050B3H,that handle broke in a couple of days! my husband had to drill a screw in it just so it would stay on.,that handle broke in a couple of days! my ...,0.191,0.809,0.0,-0.5411
2.0,,2015-07-21,AXKVTQENFDCZ0,B000050B3H,very disappointed it's nothing like the one i already have.  i should have shopped around more. my other dirt devil is a lot heavier made and has a hose on it and the on and off switch is better.,dirt devil vacuum,0.276,0.66,0.064,-0.8647
2.0,,2007-12-14,A21FRH94XGH317,B000050B3H,"i bought this item because it had a brand name on it and it looked more like a real vacuum than other items. but just because it says dirt devil doesn't mean it has 1/2 the quality of a real dirt devil. this broke after 2 months of basic toddler play. the part that says ""dirt devil"" popped off, exposing things toddlers should not touch. i wouldn't recommend this product to anyone.

instead i would recommend spending a little more money for a better product.",fairly disappointing,0.307,0.569,0.124,-0.9757
1.0,,2017-03-03,A5MPWNKJK7THZ,B0000524NG,this board came with it bent it took me like two months of setting things on it to to fix it. overall though it does what its advertised to do. it will have you talking to spirits in no time. unfortunately the spirits get upset that the board is all warped.,this board came with it bent it took me like two months of setting things on it to to ...,0.127,0.829,0.044,-0.5719
1.0,6,2012-05-08,A2OS07V5HV882R,B0000524NG,"i have always been a christian but there was a period of time as a teenager where i strayed from god. during the time i decided to try one of these ""things."" my sister, i and our next door neighbor all tried it more than one time. it does work! we all moved our hands and it still moved! you can feel a force while it is moving.
we let bad spirits into my mother's house and i feel so bad about it.
i think the last time we played it was when we asked its name and it told us niveah and then it said i miss you mommy. my sister had a miscarriage not to long before that and that is what she said she wanted to name her baby. we freaked out and quit playing. but i remember my sister was told she would die at 18 in a bathtub; it never happened. and one time we talked to one which kept making us laugh over and over with jokes. saying that one of was going to be a stripper, one a drug dealer and i forgot what it said for me. anyway, it is real but it is evil.
as many times as i played with i am glad nothing serious happen- only it may have been related to me cutting myself and other issues i began to have as a teen.",not a toy,0.111,0.794,0.094,-0.8021
2.0,,2016-02-13,A2DMVABGPXEJC9,B00005850H,"i hate when kids toys don't turn. the point of the toy is to ride it and crash into everything in your path and then not be able to turn around? sounds miserable! and yes, my son hates it.",i hate when kids toys don't turn,0.264,0.681,0.056,-0.8777
3.0,,2015-12-10,A3L9H3FVWIZ91,B00005850H,"had a devil of a time getting this together, defiantly a two person job. back piece holes did not line up without putting a lot of force on the piece to torque it into place. looks sturdy enough for my 1 1/2 year old grandson to use in the house.",just okay...glad i didn't pay more.,0.091,0.909,0.0,-0.6597
1.0,2,2015-03-18,A2E9VUTTQCBCZO,B00005850H,i'm pissed. i have it half way put together and some of the pieces don't fit right- enough to where i can't finish putting it together. i would rather request new parts than send it back- i like the toy for my one year old.,i would rather request new parts than send it back- i like the toy for my one year old,0.135,0.812,0.053,-0.5873
1.0,25,2010-08-13,ADUT0FGRHECRN,B00005850H,"don't buy this! it's horribly flimsy. it broke when we - very carefully - put it together. i then called little tikes to complain and was put on hold for twenty minutes until i gave up. tried again later and this time after 10 minutes of hold music enter in my phone number for a call back. i then received a call back but was put on hold again for 10+ minutes!!! i finally spoke to an agent named alison who was rude and threatened to hang up on me when i tried to explain my problem.

just an awful company with zero customer service. will never do business with them again.",breaks easily.  awful customer service.,0.189,0.79,0.021,-0.9678
1.0,18,2009-07-02,A8N2WZ2399HG1,B00005850H,"this arrived missing three parts, with a hole in the body of the toy. it looks like the holes for the wheels, but is no where near where a hole should be.  it is very difficult to assemble and the small caps for the wheels and handle bars could fall of very easily.  i think this is a safety hazard and this product should be recalled.  even if my son loves this (i haven't let him play with it because i don't have the parts to put it together properly),  i couldn't give it a positive review.  i can't believe the sloppiness of little tikes.  they obviously have no quality control at their factory.

so as an update,  it took two weeks, but i finally got a package from little tikes with the missing parts, but they sent the handle parts for the doll walker rather then the racer, so they didn't match (they are different colors).  i email the company, and they told me they were sending me the correct parts.  another two weeks, i got the package, but they had again sent me the wrong color.

this company is incompetent.",defective and should be recalled,0.136,0.797,0.067,-0.9245
2.0,,2005-05-14,A1TZLXOGKGQ5G3,B000058DNE,"i registered for these ""bugs"" online, so i didn't actually see them until i opened them at my shower.  they are scary looking!  naturally, they went back to the store!",no wonder kids don't like bugs . . .,0.127,0.873,0.0,-0.5837
3.0,6,2008-03-06,AT7SWU1FEDQWM,B000059EHQ,"pros:
1. nice color
2. good size slide for a toddler, compare with other similar products out there.
3. it doesn't take up too much space.  we have it in our game room.
4. once you get it together, it seems to be pretty sturdy.
5. little tikes' customer service is slow but nice.
cons:
1. it came with missing and defective parts.
2. the edges/corners of many pieces require extensive trimming/sanding.  they are not smoothed out or nicely trimmed at the factory, potentially dangerous to toddler's knees, hands, or elbows, as she/he climbing in and out the unit.
3. one of the replacement part that we received was 3x worse than the original part we had.

would we buy it again??  probably not. if we gonna buy something like this again, we most likely would go with step2. we purchased several items from little tikes, not too impressed with their qc, larger/complicated items seem to be more problematic. smaller toys, lt is ok.","ok, not great!!",0.118,0.766,0.116,-0.5316
1.0,,2002-11-27,A1FKQJ72DAP644,B000058ELE,"i bought this on the spur of the moment which was a mistake.  this toy is frustrating, it is easy for a child to put the balls in but hard to get them out.  my daughter never crawled after it and more than once both my children have loaded it with other toys which were then incredibly difficult to remove.  this toy looks appealing because of the bright colors and the music and lights (the volume control is good) but overall is a waste of money.",wish i had thought twice before buying this,0.135,0.803,0.062,-0.704
2.0,12,2005-03-07,A2B3QTNPR6EFDO,B000059GWH,"what a boring toy.

here you have a sturdy dual twisting set of ramps.  the slightest touch sets off an irritating electronic noise (presumably of race cars whizzing past) that you cannot turn off (fisher-price seems to have a thing against on-off switches on its toys).

placing two plastic race cars at the top of the ramps and starting them sends them spiraling downward at a rapid pace with the said noise reverberating around your eardrums.  if your child is playing with this on a carpet, the cars roll ahead about 4 inches; if he/she is playing on a hard floor, they roll a whopping 8 inches forward.  if you are not careful, the lightweight cars will end up underneath the sofa or tv stand, making them impossible to find again.

doesn't this sound exciting?

i tried very hard to get my son interested in this playset.  i set up the cars, ""revved"" the engines, and asked him to race my car.

he ignored me and continued playing with his mega blocks.

on the rare times he paid attention to this dud, he would try and race his matchbox and hot wheels cars down the ramps, but they were too large.  only the two cars that come with this set work.

most of the time, this toy sits in his playroom unused.  it is marked for the garage sale pile this spring.",this is fun?,0.061,0.907,0.033,-0.5205
3.0,,2011-03-24,A223HV3XWU8VGJ,B00005ATWC,"i got this set because my daughter loves ""i am little tea pot"" song.  but i was a bit disappointed.  both the song and supposed to be ""tea pouring sound"" are so high pitch, 80s-computer-game like that it really annoys both me and my husband although my daughter seems not to mind.  as for size, colors, durability, they are all as expected.",tea pot toy,0.12,0.798,0.081,-0.5704
2.0,,2015-03-14,A9EUHTCF5CSJU,B00005AWB5,disappointed that wheels did not turn as expected. stiff and not much fun when won't go along.  not good!  sorry and disappointed child.,disappointed that wheels did not turn as expected,0.376,0.584,0.04,-0.8854
2.0,,2011-03-12,A1AYL31R21UJU6,B00005AWB5,"we got this push walker in hopes that the weight and bulkiness would give my daughter who is cruising the confidense to start walking with it. unfortunately the non swivel wheels combined with the weight make it nearly impossible to turn for me, let alone my 11 month old. it is really sturdy and well built but the 'clickers' that are supposed to give it resistance are to soft and they really don't work at all.(i think with all the complaints of the clickers breaking off and becoming a choking hazard they changed the compasition of the plastic to soft plastic so they cant break and in turn fails to its job.) i really do like this as a wagon to have the older, stronger kids play with and put things into but not very good for babies who are just starting to walk.","good idea, but not worth the 70 bucks",0.111,0.804,0.085,-0.6291
1.0,2,2017-07-21,A2II5WRTT9LBRC,B00005BAHT,this is my 3rd rody the pony and this one is dramatically smaller than my other 2. not sure if it is a defect or a fake rody but the size is supposed to be standard. very disappointed.,not standard size,0.235,0.765,0.0,-0.8325
3.0,,2013-08-22,AVHNE868TS6EN,B00005BAHT,"we've had this toy for at least 4-5 years and it's still standing and running, albeit a little less bouncy as before. it's a fun toy but i can't see why it's so expensive. it's no more than a bouncing yoga ball or a rocking horse. kids ride it for about 5 minutes before they get bored. my kids ride the traditional ride-on toys a lot more than this. i think it's too much effort to bounce on it especially if you have hardwood floors.",durable but can't hold kids' attention for too long,0.071,0.902,0.026,-0.5713
2.0,2,2013-03-26,A1K4RDT9ERE5RW,B00005BAHT,"so sorry i purchased this hopper.  the product is bright and seems durable, but the design is very unstable, causing dangerous tumbling over the top of the horse when hopping. will not allow our little one to use for anything but sitting due to risk of head, neck or facial injuries.  would not recommend.",dangerous,0.255,0.682,0.063,-0.9135
2.0,,2014-11-09,A1PETAIU4P809I,B00005BH1P,"broken this summer. read reviews that plastic pieces just snap back together, not so. made for a very non abusive child. the kind of child who would be gentle and caring with his toys. plastic parts do not function smoothly and it causes frustration, which leads to breakage.",not for rough and tumble little boys.,0.182,0.715,0.104,-0.6786
3.0,,2014-01-16,AS66GS1PE5YVO,B00005BH1P,i was a little disappointed in the weight of this.  thought it would be alot heavier to withstand a little boy  using it outside in the dirt & rocks.  don't know if it will since it hasn't been given to him yet.,nice looking,0.126,0.874,0.0,-0.6378
1.0,,2015-10-17,A2KAVIGB0P4QIO,B00005BHUR,not great product at all. you can't even fit all of the items back in the case. great concept but poor made. skip it!,not great product at all,0.34,0.66,0.0,-0.8516
1.0,,2014-04-13,A2ALXU73GN875,B00005BHUR,"the stethoscope only makes a brief, broken noise when the button is pushed. i thought it may just need knew batteries so i spent another $5.95 on 3 of the little circle batteries the stethoscope uses and it still doesn't work. super disappointed.",broken stethoscope,0.139,0.804,0.057,-0.5707
1.0,,2013-07-09,A1OJAQ7WCDNSOI,B00005BHUR,"opened the box it was shipped in, pulled it out, took the plastic off, gave it to my 3 yr old son and he opened it and the handles broke off.  if you look close at the picture...you'll see that the handles only open part way so a child...any child doesn't have the delicate touch to only pull open so far.  also, the stethoscope was really hard to hear.",didn't last two minutes,0.081,0.919,0.0,-0.5634
2.0,4,2004-01-23,AYDC7F9UF6EQX,B00005BHK3,"i bought this toy for my 8-month-old daughter. right away we discovered the most rediculous feature imaginable in a toy: namely, that in ""music"" mode, when the child pushes one of the letters that plays a new song, the child then naturally wants to spin the ball-- but doing so makes the song stop! the toy then reverts to one of 2 intensely boring melodies. for a child as young as mine who can spin the ball well but has difficulty pressing the letters, the toy only plays a couple of dull songs-- not much incentive to play with the toy. for a somewhat older child who can press the letters, there is a different tune for each letter-- but the tune stops as soon as you spin the ball! so, the child is punished for spinning the ball! i hate this toy. in order for my daughter to hear a song, i have to prevent her from spinning the ball, and hold it still. more like punishment than fun. she has entirely stopped wanting to play with this toy.",extremely disappointing and frustrating toy.,0.168,0.726,0.106,-0.9403
1.0,,2008-12-04,A2R0OT9O257AIV,B00005BHK6,"my daughter likes her my first leappad, but after several months use, the pen has wires showing! i called leapfrog and after a series of frustrating phone calls, i find out that they don't make the replacement pen for the my first leappad anymore! at first the customer service agent told me they have the pen and i paid for it. the package i recieved in the mail had an old leappad system that doesn't work and 2 pens that don't fit my leappad. when i called back, it was a 2 hour ordeal. finally, i spoke with a supervisor who told me that despite the fact that it was their mistake, i had to pay to ship everything back to them, then they would refund my money! not only am i upset by this treatment, but i can't believe they don't make the pens anymore. i have invested in a lot of books for this leappad and now it is useless. what a waste of money! i cannot in good conscience buy from leapfrog again!",don't waste your money! leapfrog doesn't stand up for their product!,0.13,0.844,0.026,-0.9596
3.0,,2004-12-28,A27B62Y9LP7Q8P,B00005BHK6,"first, i can't comment on the durability. she got it for christmas and it's now only dec. 28. too soon to tell.

i really don't see what all the excitement is. this toy doesn't offer anything that sitting down a reading a book to your child doesn't. when just reading a story, the voice is flat and emotionless. not very exciting. my three-year-old can't seem to follow the directions (point to the green circle) and i don't know if she doesn't want to (she's independent) or doesn't quite understand. whith practice, hopefully she'll get better. some of the games are a little advanced, but might be better for a five-year-old, especially the rhyming games in ""wocket.""

the biggest problem, though, is the design. the on/off button is located in the lower right corner. if you're right handed, your wrist lays across the on/off button. it take barely any pressure to turn it on or off. the default on the volume is set to very, very low, so often she'll turn it on, not realize it's on, then turn it off trying to make it work.

the other mechanical problem is with the cartridges. if you have the wrong cartridge (or no cartridge) in, it sings songs, tells rymes, washes dishes -- everything except say, ""please insert the correct cartridge.""

i think she'll enjoy it, but i wouldn't call it a ""must have"" toy. certainly not worth spending hours in line for.",i don't see what the fuss is,0.106,0.812,0.082,-0.7445
3.0,2,2005-08-29,A2J812QEDM03AS,B00005BHK9,"we bought this for my daughter when she was eight months old, and she will be 10 months old soon and still doesn't really know how to play with the drum and when we show her, she gets mad and kicks it... she was definetly not impressed with the learning drum. to us, it was a waste of money.",not really age appropriate i don't think...,0.132,0.831,0.037,-0.7314
